0/10000,../training_images/camera/~bb5c08bf7b9fa958.jpg,camera,camera,0.7936179,dollar,0.12051325,credit card,0.01354702,video camera,0.011682929,save,0.009574717,
1/10000,../training_images/video_camera/_2d7fa15b18223f87.jpg,video camera,video camera,0.3597838,gift,0.0962762,lock,0.082526684,user,0.059441205,bag,0.047724646,
2/10000,../training_images/arrow_down/~776614256f7f9de0.jpg,arrow down,music,0.21434961,flag,0.17754124,external link,0.16495696,arrow up,0.07745905,upload,0.07436118,
3/10000,../training_images/fab/~d983f351c3311992.jpg,fab,fab,0.99847573,profile avatar,0.0005688532,facebook,0.0005153647,signal,0.00016491368,flashlight,3.9625058e-05,
4/10000,../training_images/calendar/~480237ef6fe19f25.jpg,calendar,battery,0.1065007,facebook,0.070273474, negative,0.05536739,flashlight,0.055106252,bookmark,0.05129909,
5/10000,../training_images/settings/_2e1a33a1af7abb58.jpg,settings,settings,0.7340998,call,0.08550907,dollar,0.05939359,chart,0.015523865,share,0.011372725,
6/10000,../training_images/play/_d497758dc95e5c9c.jpg,play,play,0.5829282,fast forward,0.06459828,volume,0.06029999,music,0.04214677,rewind,0.031438325,
7/10000,../training_images/reply/~f79f7db51d275426.jpg,reply,alarm,0.4982757,reply,0.1365942,play,0.092653766,arrow right,0.056763727,dashboard,0.033318475,
8/10000,../training_images/mail/_6240c547dc60b139.jpg,mail,mail,0.8909361,reply,0.02791749,delete,0.012065284,sort,0.009307182,send,0.007812654,
9/10000,../training_images/credit_card/_efcd569d6f89056d.jpg,credit card,credit card,0.98667866,menu,0.0035067387,folder,0.0024007922,edit,0.0018762228,delete,0.00057193026,
10/10000,../training_images/bluetooth/_76e05aa8aac9c499.jpg,bluetooth,refresh,0.21356113,notifications,0.07107871,bluetooth,0.06852951,info,0.06558736,unlock,0.055256885,
11/10000,../training_images/search/~6f99317366c1d7b4.jpg,search,camera,0.808312,search,0.065433,user,0.047186047,microphone,0.013286748,alarm,0.008594988,
12/10000,../training_images/_negative/~670707d761b67f89.jpg, negative, negative,0.99669254,light bulb,0.00078842416,profile avatar,0.00064672914,bag,0.00038547258,question,0.00024456432,
13/10000,../training_images/map/~44342901ceca2aae.jpg,map,map,0.9948172,location,0.0011628016,chart,0.00087648915,bookmark,0.00051928876,gift,0.00028987642,
14/10000,../training_images/music/_c7171ad40019d014.jpg,music,music,0.998544,cart,0.00028919076,reply,0.00018242163,share,0.00017683172,contrast,0.0001037857,
15/10000,../training_images/_negative/_19c4182e8f35edd3.jpg, negative, negative,0.790077,facebook,0.11047696,profile avatar,0.03972762,flag,0.031901315,overflow menu,0.012455867,
16/10000,../training_images/notifications/~6f6c4c5f17222bf2.jpg,notifications,notifications,0.73984545,contrast,0.08092753,home,0.025011158,brightness,0.015322623,alarm,0.014258105,
17/10000,../training_images/filter/_1e016860fd5acf9f.jpg,filter,filter,0.6635371,sort,0.13301708,volume,0.03190012,mute,0.030938858,bookmark,0.023502454,
18/10000,../training_images/dashboard/~03070dbc2ff30c06.jpg,dashboard,check mark,0.4719782,mute,0.096794836,chart,0.09506343,minimize,0.07026454,cursor,0.058315217,
19/10000,../training_images/bookmark/~79e873f28402313d.jpg,bookmark,bookmark,0.40222043,map,0.103351474,file,0.09137616,volume,0.06257029,video camera,0.062317234,
20/10000,../training_images/headphones/_9b61bfde1d1023d1.jpg,headphones,headphones,0.9683566,unlock,0.010291241,music,0.0030004752,notifications,0.0027748365,lock,0.0027532096,
